index,y
441,3828.89599609375
442,5630.48486328125
443,11058.87109375
444,2261.3583984375
445,5474.6962890625
446,3500.4853515625
447,8991.22265625
448,13335.26171875
449,6525.76171875
450,4786.72412109375
451,5356.5537109375
452,8288.18359375
453,5121.580078125
454,5123.95263671875
455,5337.5458984375
456,3178.433837890625
457,4405.4990234375
458,12043.54296875
459,3479.69287109375
460,5979.552734375
461,5372.99951171875
462,9503.740234375
463,5235.58642578125
464,5177.2607421875
465,8335.7568359375
466,4096.22802734375
467,6535.392578125
468,5357.7626953125
469,5096.4970703125
470,6617.837890625
471,7379.27587890625
472,6131.91552734375
473,7020.85498046875
474,3631.43896484375
475,5965.37646484375
476,8568.521484375
477,2624.382080078125
478,4141.3857421875
479,1607.327880859375
480,0.0
481,1994.2939453125
482,3478.146240234375
483,4808.72802734375
484,4074.7001953125
485,6256.87841796875
486,9590.5537109375
487,9099.0849609375
488,4174.98974609375
489,5749.98486328125
490,8439.5703125
491,4780.443359375
492,4741.259765625
493,4431.6552734375
494,3349.32861328125
495,5890.08544921875
496,6433.96484375
497,1616.4410400390625
498,6101.2158203125
499,4626.2431640625
500,4745.1708984375
501,6250.072265625
502,6658.6591796875
503,4915.98095703125
504,4672.00439453125
505,5126.74072265625
506,3624.229736328125
507,7375.91552734375
508,3093.20703125
509,4090.100341796875
510,3872.3896484375
511,6024.6142578125
512,8174.7080078125
513,5119.1767578125
514,3681.339599609375
515,4885.6943359375
516,1816.2484130859375
517,5459.333984375
518,9618.736328125
519,4069.332763671875
520,4231.50341796875
521,5525.78857421875
522,6873.248046875
523,7124.7744140625
524,6152.72119140625
525,3813.010498046875
526,3617.521484375
527,3851.498046875
528,5027.94677734375
529,5963.88916015625
530,6147.13232421875
531,6617.677734375
532,5788.10009765625
533,4709.65283203125
534,4013.3134765625
535,3277.988525390625
536,4905.4794921875
537,5153.177734375
538,4153.20654296875
539,5803.0693359375
540,11146.60546875
541,5368.32861328125
542,7134.1982421875
543,4139.19677734375
544,8303.8134765625
545,7295.9775390625
546,4179.35205078125
547,2356.219970703125
548,8884.5654296875
549,6023.421875
550,5573.84521484375
551,3972.380615234375
552,4691.58740234375
553,6517.626953125
554,3119.54736328125
555,5376.21484375
556,2744.3837890625
557,4892.51953125
558,6425.224609375
559,3956.650146484375
560,3139.1552734375
561,3228.206298828125
562,4970.67578125
563,4611.38916015625
564,4519.81396484375
565,10388.552734375
566,5129.955078125
567,3599.83447265625
568,4818.580078125
569,6028.068359375
570,7145.07958984375
571,3864.53515625
572,6192.712890625
573,8681.671875
574,5508.92431640625
575,5689.57568359375
576,8006.3544921875
577,6712.55810546875
578,7335.8232421875
579,6958.66455078125
580,7793.82958984375
581,1951.8447265625
582,10569.6142578125
583,18067.080078125
584,7635.4072265625
585,4968.0478515625
586,8163.30908203125
587,3930.030517578125
588,7702.439453125
589,3636.2255859375
590,4176.54443359375
591,8244.5048828125
592,4686.744140625
593,3560.364990234375
594,9326.7626953125
595,3756.671875
596,6238.166015625
597,5534.458984375
598,5277.654296875
599,4138.50048828125
600,3770.753662109375
601,4453.63720703125
602,3362.544921875
603,3277.932861328125
604,7613.98095703125
605,5294.69677734375
606,9613.8740234375
607,6035.3525390625
608,5129.9931640625
609,4127.66748046875
610,6140.88427734375
611,7191.83154296875
612,5655.98828125
613,5757.41162109375
614,8162.22998046875
615,4494.703125
616,7388.4111328125
617,4508.9248046875
618,5058.72705078125
619,8242.6533203125
620,3680.0166015625
621,7959.64990234375
622,4512.7021484375
623,6069.994140625
624,5187.01513671875
625,7089.70458984375
626,3761.010009765625
627,6055.90380859375
628,9071.2509765625
629,8388.0283203125
630,3948.43603515625
631,4710.5927734375
632,5168.6142578125
633,4615.1357421875
634,5865.28955078125
635,8087.92822265625
636,5383.0341796875
637,4741.35546875
638,12975.0390625
639,2095.720458984375
640,5683.2666015625
641,4873.1484375
642,5636.439453125
643,5299.05859375
644,10230.41015625
645,5485.60498046875
646,4480.662109375
647,4722.26806640625
648,2873.01806640625
649,4077.002197265625
650,6324.9091796875
651,7393.541015625
652,6263.22509765625
653,5285.82666015625
654,5226.107421875
655,5069.01318359375
656,10963.939453125
657,4268.38330078125
658,4220.294921875
659,11368.587890625
660,4557.36865234375
661,2237.421875
662,2831.974609375
663,4860.8837890625
664,1522.05615234375
665,8024.0791015625
666,7393.37353515625
667,5791.26220703125
668,4534.380859375
669,1723.74609375
670,5167.59375
671,7887.01806640625
672,5327.28515625
673,7050.5078125
674,6384.7314453125
675,6723.8349609375
676,7941.97900390625
677,4158.54931640625
678,6224.27099609375
679,9106.1650390625
680,6911.06591796875
681,6522.765625
682,3105.99169921875
683,5111.81494140625
684,6524.4873046875
685,7385.3701171875
686,9693.654296875
687,3798.880126953125
688,4989.53173828125
689,0.0
690,5929.2197265625
691,8401.490234375
692,6437.365234375
693,4012.5419921875
694,9724.3740234375
695,6143.1103515625
696,6721.34228515625
697,5830.48974609375
698,4987.39990234375
699,5568.6630859375
700,3579.85498046875
701,10346.0078125
702,6287.69921875
703,3468.268798828125
704,8478.962890625
705,8133.142578125
706,5819.9599609375
707,1627.56640625
708,3613.84619140625
709,4099.85546875
710,5036.94921875
711,5015.12255859375
712,3509.09130859375
713,4078.701416015625
714,2909.96337890625
715,5829.03515625
716,5790.416015625
717,4063.021484375
718,8551.1083984375
719,3878.993408203125
720,6032.13720703125
721,6577.33642578125
722,6918.09326171875
723,1627.3232421875
724,2926.6396484375
725,5370.9169921875
726,4343.7275390625
727,6270.32177734375
728,1663.5870361328125
729,8938.693359375
730,4777.05029296875
731,3537.101318359375
732,10311.220703125
733,7195.4560546875
734,3355.136962890625
735,4522.7099609375
736,8599.662109375
737,2080.388671875
738,6184.92333984375
739,6326.076171875
740,3359.58984375
741,2587.263671875
742,7736.0419921875
743,4297.380859375
744,2603.283935546875
745,5365.4482421875
746,5174.89111328125
747,5534.76513671875
748,4393.2802734375
749,6055.74072265625
750,2652.364990234375
751,6198.42626953125
752,6025.8369140625
753,2616.425537109375
754,4096.0986328125
755,8502.326171875
756,6920.115234375
757,4780.89892578125
758,4957.99609375
759,3271.809326171875
760,5800.607421875
761,3004.87890625
762,2380.631591796875
763,2706.06494140625
764,5994.09228515625
765,7425.90185546875
766,2305.052734375
767,2206.163818359375
768,5315.3203125
769,7664.169921875
770,4205.267578125
771,9250.07421875
772,9202.396484375
773,5654.7099609375
774,4905.05322265625
775,2130.513427734375
776,2858.91943359375
777,3454.38037109375
778,1947.67822265625
779,5331.1416015625
780,4585.9775390625
781,4852.875
782,3940.572021484375
783,4553.7646484375
784,4164.63134765625
785,6937.15576171875
786,7695.9658203125
787,8746.1953125
788,6819.5380859375
789,2605.13330078125
790,6847.9873046875
791,3994.284912109375
792,5058.2177734375
793,4177.4462890625
794,2883.487548828125
795,2879.011474609375
796,4954.63427734375
797,2869.506103515625
798,4137.09326171875
799,3595.23291015625
800,2060.470947265625
801,5355.87548828125
802,2825.126708984375
803,5664.3466796875
804,4713.83837890625
805,6140.984375
806,2198.5419921875
807,18010.396484375
808,3281.96533203125
809,4619.447265625
810,11798.8798828125
811,5915.86328125
812,4462.47412109375
813,2283.962890625
814,3555.17333984375
815,3796.37451171875
816,2989.7216796875
817,5229.26171875
818,6948.91455078125
819,7087.76513671875
820,6602.57470703125
821,7951.28369140625
822,5510.87939453125
823,9309.072265625
824,2836.9599609375
825,7232.47802734375
826,10636.7919921875
827,4816.83642578125
828,9226.79296875
829,6841.38525390625
830,5002.69091796875
831,3939.473876953125
832,2093.7626953125
833,7043.23388671875
834,2036.6827392578125
835,5918.89306640625
836,9586.3623046875
837,2617.619140625
838,2799.8173828125
839,6415.421875
840,8210.275390625
841,2250.5322265625
842,7289.5537109375
843,5954.36962890625
844,3962.01513671875
845,5396.287109375
846,6020.619140625
847,6075.1806640625
848,8396.5849609375
849,6506.681640625
850,5669.986328125
851,6256.77392578125
852,5989.8271484375
853,6043.8876953125
854,3274.8994140625
855,6046.30419921875
856,4560.2568359375
857,4727.5537109375
858,7272.21142578125
859,5129.49169921875
860,1476.4630126953125
861,6029.81494140625
862,6986.11328125
863,3645.988037109375
864,3960.861572265625
865,4501.8828125
866,6195.02783203125
867,5461.75439453125
868,8322.6220703125
869,7029.75
870,5092.90576171875
871,6739.41845703125
872,3194.893310546875
873,5702.1728515625
874,6325.70458984375
875,5266.73974609375
876,10637.88671875
877,15291.05078125
878,6051.1328125
879,5627.96044921875
880,7216.96484375
881,6968.21044921875
882,7432.88623046875
883,2186.80517578125
884,3595.915771484375
885,5740.546875
886,4290.05322265625
887,3942.49365234375
888,3082.02197265625
889,1319.533935546875
890,4707.34375
891,5089.11376953125
892,4202.96826171875
893,6253.0576171875
894,2162.115234375
895,2674.410400390625
896,5851.33203125
897,5415.11181640625
898,2628.192626953125
899,2682.171630859375
900,1881.619873046875
901,3995.816650390625
902,4919.12646484375
903,3589.09326171875
904,5167.29443359375
905,3148.846435546875
906,5236.6865234375
907,2874.529296875
908,3133.0068359375
909,0.0
910,3532.6474609375
911,8042.3798828125
912,8792.2529296875
913,3253.1708984375
914,8894.89453125
915,6109.50830078125
916,6318.048828125
917,7549.3388671875
918,1769.979248046875
919,6046.49560546875
920,6490.248046875
921,5380.6005859375
922,1483.674560546875
923,4226.1923828125
924,5003.7509765625
925,7979.77392578125
926,3727.64306640625
927,2757.616943359375
928,2584.9267578125
929,3081.045166015625
930,5075.15625
931,5200.29296875
932,5668.623046875
933,5112.00146484375
934,5514.0107421875
935,9764.064453125
936,16080.9638671875
937,3676.62451171875
938,2484.746337890625
939,4358.75048828125
940,2478.701904296875
941,10554.7509765625
942,4499.7421875
943,3334.314208984375
944,3158.36376953125
945,4644.439453125
946,2832.811767578125
947,4020.1767578125
948,6410.07421875
949,9953.576171875
950,2629.440185546875
951,2133.865234375
952,6137.3037109375
953,3258.171630859375
954,7502.8330078125
955,6319.42724609375
956,4216.9931640625
957,4164.00341796875
958,2879.2587890625
959,5297.95263671875
960,10179.884765625
961,3626.732666015625
962,2527.78759765625
963,1965.1812744140625
964,4950.64306640625
965,6855.41357421875
966,7377.16845703125
967,7641.18017578125
968,5298.0390625
969,3676.993896484375
970,1586.7342529296875
971,2144.510986328125
972,5891.8212890625
973,2964.4501953125
974,2332.6767578125
975,5457.94140625
976,5396.99169921875
977,4761.73486328125
978,5424.44677734375
979,1451.6060791015625
980,6005.884765625
981,6319.5029296875
982,4676.4716796875
983,5493.99951171875
984,3820.138427734375
985,0.0
986,3821.062255859375
987,1601.7578125
988,4465.453125
989,3877.59375
990,2125.97412109375
991,8303.0009765625
992,7140.21435546875
993,0.0
994,6851.89794921875
995,5032.53369140625
996,9511.4736328125
997,1865.454345703125
998,7816.23046875
999,2339.91015625
1000,3266.01904296875
1001,2986.596923828125
1002,2768.38916015625
1003,3125.021728515625
1004,8026.91015625
1005,2194.05419921875
1006,6456.95166015625
1007,5869.85986328125
1008,6133.70458984375
1009,6383.84130859375
1010,4170.12060546875
1011,6315.64013671875
1012,10554.3046875
1013,10182.4794921875
1014,3633.438232421875
1015,3695.3740234375
1016,3963.53369140625
1017,8426.1748046875
1018,6048.427734375
1019,5780.67431640625
1020,6374.525390625
1021,5897.46240234375
1022,2230.77685546875
1023,2286.429931640625
1024,4402.26123046875
1025,6152.6259765625
1026,3271.112060546875
1027,1599.6783447265625
1028,14368.3046875
1029,7176.806640625
1030,0.0
1031,6284.27392578125
1032,5159.65283203125
1033,2883.645263671875
1034,10312.5
1035,11219.6591796875
1036,6105.9609375
1037,5433.6455078125
1038,3889.8623046875
1039,5387.1337890625
1040,10247.8759765625
1041,5966.29052734375
1042,2429.12548828125
1043,10809.34375
1044,7734.10888671875
1045,3984.646484375
1046,2304.925048828125
1047,2451.9755859375
1048,4645.39794921875
1049,6144.3798828125
1050,3456.220703125
1051,10130.029296875
1052,1281.210205078125
1053,2881.881103515625
1054,0.0
1055,2939.564697265625
1056,6424.5810546875
1057,1776.9339599609375
1058,5568.98876953125
1059,1490.13427734375
1060,4912.318359375
1061,7176.17919921875
1062,1473.086181640625
1063,6992.7841796875
1064,7297.24658203125
1065,4777.08154296875
1066,5724.10205078125
1067,4174.08056640625
1068,7682.44775390625
1069,3790.9130859375
1070,2858.290283203125
1071,3611.436279296875
1072,8780.7822265625
1073,2560.09716796875
1074,2607.533203125
1075,7575.77734375
1076,1634.3924560546875
1077,3347.63427734375
1078,6750.23193359375
1079,2527.359375
1080,4314.09814453125
1081,5546.04248046875
1082,1511.0255126953125
1083,8155.00048828125
1084,9549.9423828125
1085,4749.69873046875
1086,3709.96826171875
1087,6682.61328125
1088,3160.674072265625
1089,2791.12158203125
1090,2924.72607421875
1091,7041.7822265625
1092,0.0
1093,7005.7724609375
1094,2496.52978515625
1095,6397.1650390625
1096,3042.751953125
1097,5373.4130859375
1098,6439.5546875
1099,5640.62158203125
1100,1883.7552490234375
1101,4152.45556640625
1102,6233.64013671875
1103,2634.95849609375
1104,6851.69482421875
1105,2975.151611328125
1106,1054.663330078125
1107,6772.89794921875
1108,5102.9453125
1109,0.0
1110,5134.8349609375
1111,1806.5413818359375
1112,2886.75830078125
1113,4503.0322265625
1114,7985.1220703125
1115,4427.4208984375
1116,8147.5537109375
1117,5956.48095703125
1118,4576.10302734375
1119,10484.513671875
1120,9874.978515625
1121,2287.3017578125
1122,4024.962890625
1123,4884.154296875
1124,3147.883544921875
1125,6515.9365234375
1126,7343.14990234375
1127,2468.7734375
1128,4413.79541015625
1129,5869.06787109375
1130,5570.3876953125
1131,1372.380126953125
1132,8136.53369140625
1133,3564.970703125
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,10683.208984375
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,7072.52587890625
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,1093.8232421875
1187,1595.459716796875
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,3328.59033203125
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,9061.8125
1361,6035.96435546875
1362,6239.64111328125
1363,3384.932861328125
1364,8284.025390625
1365,9225.0634765625
1366,10307.2841796875
1367,22533.40625
1368,5897.3203125
1369,17996.12109375
1370,8950.5869140625
1371,13424.58984375
1372,10632.7841796875
1373,12497.0263671875
1374,9930.15234375
1375,9895.5751953125
1376,10037.064453125
1377,11415.3486328125
1378,9885.560546875
1379,8904.0068359375
1380,11017.0107421875
1381,15388.177734375
1382,10881.8994140625
1383,9098.8310546875
1384,5583.921875
1385,6088.72314453125
1386,9885.2822265625
1387,12628.0859375
1388,16357.4482421875
1389,12057.75390625
1390,9654.458984375
1391,14188.3505859375
1392,6506.1005859375
1393,9089.8056640625
1394,15815.6630859375
1395,10322.5419921875
1396,10222.3095703125
1397,7794.3994140625
1398,10135.3759765625
1399,10002.6240234375
1400,11397.8203125
1401,18864.279296875
1402,0.0
1403,8567.05859375
1404,11138.2880859375
1405,12539.916015625
1406,5702.60791015625
1407,7567.0390625
1408,14198.58203125
1409,7486.66845703125
1410,5772.20068359375
1411,8243.2763671875
1412,9433.6025390625
1413,5286.0830078125
1414,11238.3271484375
1415,8786.5166015625
1416,8627.77734375
1417,6896.3125
1418,11255.8935546875
1419,9924.2919921875
1420,11419.80078125
1421,7981.95068359375
1422,12683.10546875
1423,6889.97998046875
1424,7510.7939453125
1425,5634.26123046875
1426,8416.7451171875
1427,7941.74853515625
1428,4545.111328125
1429,14795.1923828125
1430,9650.1201171875
1431,8563.02734375
1432,8808.505859375
1433,12898.1484375
1434,7707.61572265625
1435,9855.419921875
1436,7929.43701171875
1437,9573.677734375
1438,3784.396484375
1439,10981.4248046875
1440,13234.3701171875
1441,13826.2490234375
1442,12956.984375
1443,8254.9755859375
1444,12655.3271484375
1445,7189.80908203125
1446,8426.3154296875
1447,14228.798828125
1448,11752.3984375
1449,8925.5888671875
1450,8530.7841796875
1451,13656.4248046875
1452,11075.376953125
1453,9314.3095703125
1454,3508.91259765625
1455,9768.1025390625
1456,8513.7041015625
1457,13166.3447265625
1458,11752.3505859375
1459,10473.478515625
1460,8869.07421875
1461,13122.8818359375
1462,9919.14453125
1463,12070.046875
1464,14683.1328125
1465,16389.623046875
1466,9763.5361328125
1467,11270.9462890625
1468,9006.2470703125
1469,13206.013671875
1470,12002.671875
1471,13710.30859375
1472,10608.8505859375
1473,7350.244140625
1474,7459.091796875
1475,8079.6904296875
1476,0.0
1477,8582.4462890625
1478,15069.955078125
1479,9329.4033203125
1480,10810.0009765625
1481,7771.52685546875
1482,9248.572265625
1483,3738.228515625
1484,14955.5947265625
1485,13465.8330078125
1486,9322.2568359375
1487,8438.5380859375
1488,8196.248046875
1489,16997.04296875
1490,8571.626953125
1491,8439.17578125
1492,7709.08349609375
1493,8775.65625
1494,13381.4208984375
1495,6677.13720703125
1496,8395.17578125
1497,6900.8291015625
1498,8843.6279296875
1499,11059.4853515625
1500,15185.5869140625
1501,22151.619140625
1502,9409.5810546875
1503,7226.36474609375
1504,8116.4013671875
1505,8857.248046875
1506,4539.7333984375
1507,7009.29541015625
1508,5947.46240234375
1509,10478.98828125
1510,11340.7099609375
1511,8281.9033203125
1512,5012.60009765625
1513,11038.099609375
1514,6563.0595703125
1515,8156.21240234375
1516,5844.0732421875
1517,8002.9287109375
1518,8076.421875
1519,7906.21533203125
1520,20606.7109375
1521,11572.427734375
1522,5313.82763671875
1523,8555.3515625
1524,14516.671875
1525,6808.54150390625
1526,14873.1240234375
1527,7544.15576171875
1528,14705.4228515625
1529,7870.236328125
1530,15158.890625
1531,5455.169921875
1532,24317.7578125
1533,6348.81640625
1534,10411.740234375
1535,6387.46923828125
1536,9834.638671875
1537,5874.03466796875
1538,12571.9267578125
1539,5911.1953125
1540,8625.3046875
1541,7120.71240234375
1542,11746.484375
1543,11866.1494140625
1544,8462.150390625
1545,7188.20556640625
1546,9427.8544921875
1547,5482.30322265625
1548,6675.5146484375
1549,8005.66552734375
1550,7423.71240234375
1551,6637.8818359375
1552,12871.478515625
1553,11364.38671875
1554,9175.91796875
1555,7723.90380859375
1556,3014.20654296875
1557,10843.125
1558,9287.3466796875
1559,8231.408203125
1560,8898.7509765625
1561,9298.015625
